customer_id,seller_id,order_id,customer_age,account_age_days,total_orders,total_returns,product_category,product_price,order_value,seller_rating,seller_defect_rate,delivery_days,distance_km,product_weight_kg,return_reason,payment_method,shipping_method,customer_segment,device_type,avg_days_to_return,days_since_last_purchase,num_payment_methods_used,used_multiple_addresses,used_multiple_payment_methods,return_without_tags,packaging_damaged_claim,is_holiday_purchase,return_percentage,is_luxury_product,is_high_value_order,price_category,seller_reliability_score,delivery_risk_score,customer_lifetime_value,avg_order_value,is_seasonal_return,customer_risk_score,fraud_risk_raw_score,is_fraud
CUST101746,SELL1371,ORD501746,69,311,12,2,Mobile Accessories,58.56,81.83,4.34,0.1186,6,354.0,0.91,Defective / Not Working,Net Banking,Standard,VIP,Mobile App,5.0,308,3,False,True,False,False,False,16.67,0,0,Mid-Range,76.51,36.18,81.83,6.82,0,48.15,0.0201,0
CUST101747,SELL1197,ORD501747,37,876,15,2,Beauty,19.88,24.33,4.18,0.033,6,87.8,2.84,Damaged in Transit,Cash on Delivery,Express,VIP,Mobile Web,0.5,200,1,False,False,False,False,False,13.33,0,0,Budget,80.84,21.87,24.33,1.62,0,40.42,0.0,0
CUST101748,SELL1154,ORD501748,59,356,17,7,Sports,194.28,271.82,3.48,0.0685,4,39.1,3.17,Damaged in Transit,Debit Card,Express,Regular,Mobile App,19.0,319,1,False,False,False,False,False,41.18,0,1,Premium,64.83,13.53,271.82,15.99,0,41.61,0.0265,0
CUST101749,SELL1195,ORD501749,55,566,12,2,Electronics,56.65,57.36,3.84,0.048,4,42.7,1.42,Wrong Item Delivered,Credit Card,Same Day,New,Mobile Web,15.1,171,3,True,True,False,False,False,16.67,0,0,Mid-Range,73.11,13.73,57.36,4.78,0,29.38,0.1861,0
CUST101750,SELL1419,ORD501750,66,1049,6,1,Beauty,211.41,204.76,3.69,0.1316,1,95.2,1.13,Quality Issue,Wallet,Standard,New,Mobile Web,9.8,256,3,False,True,False,False,True,16.67,0,1,Premium,64.09,7.98,204.76,34.13,1,31.07,0.0608,0
CUST101751,SELL1419,ORD501751,64,1250,13,5,Jewelry,157.94,157.09,5.0,0.0792,7,41.2,0.68,Wrong Item Delivered,UPI,Same Day,Loyal,Mobile App,27.2,116,2,False,False,False,False,False,38.46,0,0,Premium,92.08,22.22,157.09,12.08,0,20.57,0.0,0
CUST101752,SELL1315,ORD501752,50,2355,18,1,Electronics,270.75,292.22,4.21,0.0864,5,69.5,0.46,Changed Mind,Wallet,Same Day,Regular,Desktop Web,5.6,280,2,False,False,True,False,False,5.56,1,1,Premium,76.93,18.02,292.22,16.23,0,30.97,0.2261,0
CUST101753,SELL1389,ORD501753,38,66,16,3,Electronics,124.37,146.9,3.95,0.0258,6,135.9,0.29,Defective / Not Working,Wallet,Same Day,Loyal,Mobile Web,1.7,16,1,False,False,True,False,False,18.75,0,0,Premium,76.96,24.45,146.9,9.18,0,59.65,0.1776,0
CUST101754,SELL1118,ORD501754,50,2246,12,2,Books,71.62,99.44,2.98,0.1248,2,260.2,0.53,Wrong Item Delivered,Debit Card,Express,Loyal,Mobile Web,13.8,37,1,False,False,False,False,True,16.67,0,0,Mid-Range,52.16,19.71,99.44,8.29,1,26.4,0.0,0
CUST101755,SELL1362,ORD501755,34,821,8,0,Fashion,123.41,150.35,3.6,0.1388,5,13.2,1.58,Better Price Found,Debit Card,Express,Regular,Mobile Web,0.4,124,1,False,False,False,True,True,0.0,0,0,Premium,62.01,15.0,150.35,18.79,1,34.53,0.2662,1
CUST101756,SELL1099,ORD501756,36,1810,9,0,Beauty,238.85,315.54,4.89,0.022,2,21.1,2.77,Late Delivery,Cash on Delivery,Express,Regular,Mobile Web,1.1,199,1,False,False,False,False,False,0.0,0,1,Premium,95.65,6.85,315.54,35.06,0,33.72,0.0117,0
CUST101757,SELL1360,ORD501757,49,1695,5,0,Home & Kitchen,63.52,57.28,3.87,0.1213,8,54.9,0.43,Missing Parts,Net Banking,Standard,Regular,Mobile App,10.0,204,4,False,True,False,False,False,0.0,0,0,Mid-Range,68.01,25.81,57.28,11.46,0,23.33,0.1031,0
CUST101758,SELL1473,ORD501758,47,2427,9,2,Mobile Accessories,96.1,102.84,3.47,0.1466,7,78.2,0.28,Wrong Item Delivered,Debit Card,Same Day,New,Desktop Web,1.7,39,3,False,True,False,False,True,22.22,0,0,Mid-Range,59.23,24.21,102.84,11.43,1,43.02,0.1936,0
CUST101759,SELL1139,ORD501759,48,272,9,2,Electronics,66.22,61.0,3.96,0.0677,4,272.1,0.39,Size Issue,Wallet,Standard,Regular,Mobile Web,5.2,323,1,False,False,False,False,False,22.22,0,0,Mid-Range,73.84,26.06,61.0,6.78,0,51.48,0.1196,0
CUST101760,SELL1307,ORD501760,38,2417,4,0,Home & Kitchen,128.67,160.58,4.91,0.0388,9,5.6,2.41,Quality Issue,Debit Card,Standard,VIP,Mobile Web,24.8,353,2,False,False,False,False,True,0.0,0,0,Premium,94.39,26.02,160.58,40.15,0,6.07,0.0,0
CUST101761,SELL1127,ORD501761,39,158,9,1,Fashion,48.76,66.04,4.19,0.0133,3,135.2,2.68,Defective / Not Working,UPI,Standard,VIP,Mobile Web,4.6,277,2,False,False,False,False,False,11.11,0,0,Mid-Range,82.69,15.84,66.04,7.34,0,50.3,0.0123,0
CUST101762,SELL1366,ORD501762,18,2193,13,0,Electronics,66.69,82.5,4.34,0.2357,5,212.6,2.44,Changed Mind,Net Banking,Same Day,Regular,Mobile Web,2.1,88,3,True,True,False,True,True,0.0,0,0,Mid-Range,66.34,25.72,82.5,6.35,1,32.55,0.4479,1
CUST101763,SELL1204,ORD501763,49,1630,6,2,Books,40.46,56.47,3.87,0.0449,5,54.5,0.75,Quality Issue,Credit Card,Express,VIP,Desktop Web,1.2,331,4,False,True,False,False,False,33.33,0,0,Mid-Range,73.92,17.22,56.47,9.41,0,48.6,0.1953,0
CUST101764,SELL1347,ORD501764,47,1205,16,4,Sports,209.8,271.53,4.0,0.1312,8,45.1,2.14,Defective / Not Working,UPI,Same Day,Loyal,Mobile App,4.5,240,2,False,False,False,True,False,25.0,0,1,Premium,69.5,25.28,271.53,16.97,0,41.0,0.1555,0
CUST101765,SELL1058,ORD501765,66,995,9,1,Electronics,293.97,273.29,4.66,0.1686,8,198.4,1.58,Quality Issue,Credit Card,Standard,Loyal,Desktop Web,3.5,105,4,False,True,False,False,False,11.11,1,1,Premium,77.49,33.53,273.29,30.37,0,35.92,0.0,0
CUST101766,SELL1010,ORD501766,44,234,13,1,Electronics,157.79,189.89,4.25,0.0751,11,37.1,0.51,Better Price Found,Net Banking,Express,New,Mobile App,5.5,268,4,False,True,False,False,False,7.69,0,0,Premium,78.62,33.42,189.89,14.61,0,45.63,0.0917,0
CUST101767,SELL1179,ORD501767,42,2004,15,0,Mobile Accessories,151.78,138.0,3.43,0.0783,7,213.3,2.22,Not as Described,Debit Card,Standard,Loyal,Desktop Web,1.2,296,3,False,True,False,False,False,0.0,0,0,Premium,63.23,31.47,138.0,9.2,0,33.6,0.0862,0
CUST101768,SELL1280,ORD501768,21,1820,16,2,Home & Kitchen,73.92,96.54,4.01,0.1922,6,160.5,1.4,Not as Described,UPI,Express,VIP,Mobile App,14.6,151,3,False,True,False,False,False,12.5,0,0,Mid-Range,64.79,25.78,96.54,6.03,0,23.59,0.0316,0
CUST101769,SELL1362,ORD501769,28,2343,9,0,Home & Kitchen,37.08,48.08,4.69,0.0787,4,37.9,4.02,Not as Described,Debit Card,Standard,Loyal,Mobile Web,2.0,286,2,False,False,False,True,True,0.0,0,0,Mid-Range,86.42,13.47,48.08,5.34,1,32.67,0.1271,0
CUST101770,SELL1026,ORD501770,35,1826,14,2,Beauty,28.14,26.19,3.52,0.1078,7,86.6,1.57,Quality Issue,UPI,Same Day,New,Mobile Web,0.3,219,1,False,False,False,False,False,14.29,0,0,Budget,62.81,24.66,26.19,1.87,0,41.08,0.2368,0
CUST101771,SELL1277,ORD501771,37,2392,10,5,Footwear,259.57,245.51,4.3,0.081,8,137.2,1.6,Defective / Not Working,Net Banking,Standard,Regular,Mobile App,0.4,189,2,False,False,False,False,False,50.0,1,1,Premium,79.03,30.24,245.51,24.55,0,57.03,0.1325,0
CUST101772,SELL1313,ORD501772,36,2217,4,1,Fashion,75.29,79.72,2.79,0.0266,7,114.7,0.26,Wrong Item Delivered,Wallet,Same Day,Regular,Mobile App,0.1,230,3,False,True,False,False,False,25.0,0,0,Mid-Range,54.32,26.17,79.72,19.93,0,46.13,0.21,0
CUST101773,SELL1342,ORD501773,38,1064,25,3,Sports,102.5,108.53,3.68,0.1219,5,64.5,2.28,Wrong Item Delivered,Net Banking,Same Day,Regular,Desktop Web,32.6,26,4,False,True,False,False,False,12.0,0,0,Premium,64.63,17.75,108.53,4.34,0,5.4,0.0429,0
CUST101774,SELL1303,ORD501774,57,1759,6,3,Sports,128.18,170.16,3.26,0.0478,5,115.7,0.65,Wrong Item Delivered,Wallet,Same Day,Regular,Desktop Web,1.2,228,5,False,True,False,False,False,50.0,0,0,Premium,62.08,20.51,170.16,28.36,0,56.1,0.321,1
CUST101775,SELL1432,ORD501775,24,661,13,2,Sports,129.25,141.54,4.34,0.1566,5,35.0,0.91,Better Price Found,UPI,Same Day,Regular,Desktop Web,9.9,41,2,False,False,False,False,False,15.38,0,0,Premium,73.21,16.17,141.54,10.89,0,32.26,0.0541,0
CUST101776,SELL1130,ORD501776,35,1988,19,0,Books,124.96,112.85,4.29,0.0579,5,106.2,3.35,Late Delivery,Wallet,Same Day,Loyal,Desktop Web,3.3,379,1,False,False,False,False,False,0.0,0,0,Premium,80.83,20.0,112.85,5.94,0,31.15,0.0,0
CUST101777,SELL1254,ORD501777,26,1521,6,3,Fashion,71.25,71.58,4.36,0.0383,5,89.9,1.2,Defective / Not Working,Net Banking,Express,New,Mobile App,7.2,365,4,False,True,False,False,False,50.0,0,0,Mid-Range,83.86,19.12,71.58,11.93,0,49.1,0.2497,1
CUST101778,SELL1373,ORD501778,34,1101,12,2,Fashion,149.55,150.49,3.6,0.0282,7,5.5,0.11,Missing Parts,UPI,Standard,Regular,Mobile Web,9.1,120,2,False,False,False,False,False,16.67,0,0,Premium,69.97,20.3,150.49,12.54,0,31.88,0.1218,0
CUST101779,SELL1163,ORD501779,53,1570,8,1,Fashion,93.74,86.22,4.0,0.0395,4,218.6,1.11,Size Issue,Debit Card,Standard,Regular,Mobile App,16.1,391,2,False,False,False,False,False,12.5,0,0,Mid-Range,76.84,23.19,86.22,10.78,0,21.84,0.0705,0
CUST101780,SELL1046,ORD501780,20,693,16,1,Jewelry,111.87,145.52,4.38,0.0776,5,148.8,1.42,Not as Described,Cash on Delivery,Express,VIP,Mobile App,23.0,338,1,False,False,True,True,False,6.25,0,0,Premium,80.8,22.29,145.52,9.1,0,11.99,0.0,0
CUST101781,SELL1230,ORD501781,35,1556,10,1,Footwear,38.28,46.25,3.36,0.0435,3,133.6,0.96,Not as Described,Debit Card,Express,New,Mobile App,5.8,33,1,False,False,False,False,True,10.0,0,0,Mid-Range,64.28,15.76,46.25,4.62,1,32.73,0.0564,0
CUST101782,SELL1304,ORD501782,19,1187,5,1,Footwear,75.12,77.78,4.88,0.0155,2,70.4,1.46,Damaged in Transit,Credit Card,Express,Regular,Desktop Web,4.0,99,4,False,True,True,False,True,20.0,0,0,Mid-Range,96.09,9.5,77.78,15.56,1,39.33,0.3156,1
CUST101783,SELL1170,ORD501783,67,805,2,1,Books,48.5,67.74,3.87,0.1147,6,74.5,0.76,Quality Issue,Cash on Delivery,Standard,New,Mobile Web,4.0,352,1,False,False,False,False,False,50.0,0,0,Mid-Range,68.52,21.15,67.74,33.87,0,52.83,0.1763,0
CUST101784,SELL1475,ORD501784,55,2438,8,1,Home & Kitchen,29.35,39.84,3.8,0.1004,3,110.7,0.49,Damaged in Transit,Credit Card,Same Day,New,Mobile App,7.2,105,2,False,False,False,False,False,12.5,0,0,Budget,68.37,14.53,39.84,4.98,0,32.22,0.0,0
CUST101785,SELL1149,ORD501785,30,160,11,3,Mobile Accessories,70.86,71.46,3.66,0.1809,5,258.4,0.2,Changed Mind,Net Banking,Same Day,New,Mobile App,7.6,353,2,False,False,False,False,False,27.27,0,0,Mid-Range,59.96,28.18,71.46,6.5,0,54.02,0.0853,0
CUST101786,SELL1046,ORD501786,28,1894,11,1,Toys,86.39,83.84,4.21,0.0735,5,48.3,0.06,Late Delivery,Wallet,Standard,New,Desktop Web,16.3,103,1,False,False,False,False,False,9.09,0,0,Mid-Range,78.01,16.88,83.84,7.62,0,20.07,0.0,0
CUST101787,SELL1468,ORD501787,23,525,2,0,Footwear,36.39,38.09,3.91,0.1329,5,69.4,0.32,Late Delivery,Credit Card,Standard,Regular,Desktop Web,2.8,346,1,False,False,True,True,False,0.0,0,0,Mid-Range,67.81,18.02,38.09,19.05,0,37.35,0.1514,0
CUST101788,SELL1142,ORD501788,42,557,19,1,Electronics,81.96,88.36,3.85,0.1272,3,36.9,0.51,Quality Issue,UPI,Express,Regular,Mobile App,0.5,187,5,False,True,False,True,False,5.26,0,0,Mid-Range,67.21,10.56,88.36,4.65,0,41.52,0.2324,0
CUST101789,SELL1185,ORD501789,57,386,15,4,Fashion,114.4,127.2,4.85,0.1387,7,156.4,0.91,Wrong Item Delivered,UPI,Same Day,New,Desktop Web,2.8,85,2,False,False,False,False,False,26.67,0,0,Premium,83.55,28.41,127.2,8.48,0,53.16,0.0435,0
CUST101790,SELL1431,ORD501790,48,256,21,7,Jewelry,14.44,13.73,4.51,0.0972,2,213.3,1.61,Better Price Found,Net Banking,Same Day,Regular,Mobile Web,6.2,205,4,False,True,False,False,False,33.33,0,0,Budget,81.43,17.19,13.73,0.65,0,55.75,0.1724,0
CUST101791,SELL1300,ORD501791,63,310,14,5,Mobile Accessories,106.96,121.82,4.54,0.0968,7,123.8,0.17,Defective / Not Working,Cash on Delivery,Same Day,Regular,Desktop Web,2.4,157,2,False,False,False,False,False,35.71,0,0,Premium,82.01,26.66,121.82,8.7,0,59.78,0.145,0
CUST101792,SELL1226,ORD501792,35,2081,9,2,Footwear,83.39,83.78,3.55,0.0992,6,105.2,3.05,Not as Described,Wallet,Same Day,Loyal,Mobile Web,3.7,398,1,False,False,False,False,True,22.22,0,0,Mid-Range,63.96,22.8,83.78,9.31,1,40.68,0.0,0
CUST101793,SELL1439,ORD501793,32,2315,4,0,Books,31.89,33.6,3.49,0.1003,6,121.5,0.05,Size Issue,Debit Card,Standard,New,Mobile Web,2.3,147,4,False,True,False,False,False,0.0,0,0,Mid-Range,62.8,23.68,33.6,8.4,0,32.32,0.0797,0
CUST101794,SELL1287,ORD501794,42,1462,24,11,Electronics,177.11,233.91,4.46,0.2305,4,46.1,3.62,Changed Mind,Net Banking,Standard,New,Mobile App,4.7,206,1,False,False,False,True,False,45.83,0,1,Premium,68.64,13.91,233.91,9.75,0,50.14,0.1838,0
CUST101795,SELL1177,ORD501795,28,35,17,8,Books,142.86,184.41,3.5,0.1534,6,153.7,2.51,Late Delivery,Wallet,Standard,Regular,Mobile App,1.4,323,1,False,False,True,False,False,47.06,0,0,Premium,59.26,25.41,184.41,10.85,0,73.58,0.2732,1
CUST101796,SELL1407,ORD501796,68,2161,15,7,Books,23.09,25.49,4.3,0.0664,8,99.7,0.49,Quality Issue,Net Banking,Express,Loyal,Mobile App,1.8,322,4,True,True,False,False,False,46.67,0,0,Budget,80.29,28.22,25.49,1.7,0,53.9,0.2611,1
CUST101797,SELL1201,ORD501797,27,1505,9,1,Toys,110.29,151.44,4.51,0.0192,2,139.5,2.88,Not as Described,Credit Card,Same Day,Regular,Mobile Web,9.0,82,1,False,False,True,True,False,11.11,0,0,Premium,88.47,13.22,151.44,16.83,0,29.5,0.1641,0
CUST101798,SELL1284,ORD501798,42,1302,12,3,Footwear,202.92,218.55,3.88,0.147,4,293.3,2.58,Defective / Not Working,UPI,Express,New,Mobile Web,15.3,294,3,True,True,False,False,False,25.0,0,1,Premium,66.19,27.2,218.55,18.21,0,28.4,0.1082,0
CUST101799,SELL1238,ORD501799,45,2368,7,1,Toys,88.62,120.93,5.0,0.1192,5,137.7,1.34,Quality Issue,Debit Card,Standard,Regular,Mobile App,3.9,350,3,True,True,False,True,False,14.29,0,0,Mid-Range,88.08,21.69,120.93,17.28,0,36.88,0.3469,1
CUST101800,SELL1081,ORD501800,20,1025,10,1,Books,61.14,85.52,4.13,0.1015,11,73.1,1.21,Changed Mind,Debit Card,Same Day,New,Mobile App,11.4,394,1,False,False,False,True,False,10.0,0,0,Mid-Range,74.22,35.36,85.52,8.55,0,26.2,0.0961,0
CUST101801,SELL1417,ORD501801,42,900,11,2,Home & Kitchen,100.8,140.18,3.32,0.0479,2,67.6,0.83,Missing Parts,UPI,Express,New,Mobile App,10.3,360,5,False,True,False,False,False,18.18,0,0,Premium,63.22,9.35,140.18,12.74,0,31.16,0.0,0
CUST101802,SELL1066,ORD501802,41,1949,13,0,Books,73.77,71.54,3.93,0.106,6,106.1,0.23,Missing Parts,Cash on Delivery,Express,New,Desktop Web,0.7,59,4,False,True,False,True,False,0.0,0,0,Mid-Range,70.27,22.85,71.54,5.5,0,34.18,0.3049,1
CUST101803,SELL1159,ORD501803,31,1318,11,2,Footwear,85.99,78.95,4.22,0.0648,7,44.6,1.79,Missing Parts,Cash on Delivery,Express,New,Desktop Web,3.5,300,1,False,False,False,False,False,18.18,0,0,Mid-Range,78.93,22.4,78.95,7.18,0,39.1,0.1663,0
CUST101804,SELL1307,ORD501804,24,1792,7,3,Beauty,26.47,29.49,3.34,0.0961,7,178.1,0.4,Missing Parts,Cash on Delivery,Standard,New,Mobile App,2.5,354,2,False,False,False,False,False,42.86,0,0,Budget,60.38,29.58,29.49,4.21,0,51.37,0.0754,0
CUST101805,SELL1139,ORD501805,20,1739,13,4,Sports,80.69,90.63,4.24,0.1655,4,236.1,3.98,Better Price Found,Debit Card,Standard,Regular,Mobile App,13.6,34,1,False,False,False,False,False,30.77,0,0,Mid-Range,70.77,24.13,90.63,6.97,0,32.98,0.0213,0
CUST101806,SELL1443,ORD501806,18,2098,9,2,Home & Kitchen,99.72,134.48,4.61,0.1628,7,41.9,0.62,Not as Described,UPI,Standard,Loyal,Mobile App,6.2,117,3,False,True,True,False,False,22.22,0,0,Mid-Range,77.19,22.25,134.48,14.94,0,37.77,0.1582,0
CUST101807,SELL1364,ORD501807,43,793,9,3,Mobile Accessories,99.87,113.43,3.56,0.1031,4,34.7,0.61,Defective / Not Working,Debit Card,Express,VIP,Mobile App,4.1,136,2,False,False,False,True,True,33.33,0,0,Mid-Range,63.86,13.29,113.43,12.6,1,45.22,0.0141,0
CUST101808,SELL1349,ORD501808,22,181,11,1,Mobile Accessories,374.94,457.81,3.94,0.1598,5,45.5,5.09,Late Delivery,Wallet,Same Day,Regular,Mobile Web,0.9,359,1,True,False,False,False,False,9.09,1,1,Luxury,66.21,16.73,457.81,41.62,0,53.08,0.2744,1
CUST101809,SELL1360,ORD501809,67,1194,32,6,Fashion,41.04,37.53,4.82,0.0653,6,88.2,4.31,Better Price Found,Credit Card,Express,New,Mobile Web,29.5,289,3,False,True,False,False,False,18.75,0,0,Mid-Range,90.11,21.89,37.53,1.17,0,9.02,0.0739,0
CUST101810,SELL1299,ORD501810,30,1619,19,4,Books,126.23,125.93,3.99,0.1405,8,198.8,0.39,Changed Mind,Wallet,Standard,Regular,Desktop Web,16.2,205,1,False,False,False,False,False,21.05,0,0,Premium,68.59,33.55,125.93,6.63,0,25.57,0.0,0
CUST101811,SELL1098,ORD501811,51,2042,2,0,Beauty,32.24,44.33,3.88,0.0985,6,183.7,3.47,Size Issue,UPI,Same Day,Loyal,Mobile Web,5.0,178,3,False,True,False,False,False,0.0,0,0,Mid-Range,69.96,27.02,44.33,22.16,0,29.17,0.0,0
CUST101812,SELL1068,ORD501812,53,668,3,1,Sports,37.14,46.39,4.37,0.0571,5,171.1,5.13,Changed Mind,Credit Card,Standard,New,Mobile Web,3.6,218,3,False,True,False,False,True,33.33,0,0,Mid-Range,82.41,23.49,46.39,15.46,1,47.5,0.2211,0
CUST101813,SELL1445,ORD501813,43,1863,6,0,Beauty,82.37,102.8,3.4,0.0573,5,100.3,2.52,Changed Mind,Net Banking,Standard,New,Mobile Web,6.7,352,3,False,True,False,False,False,0.0,0,0,Mid-Range,64.1,19.68,102.8,17.13,0,27.18,0.2481,1
CUST101814,SELL1360,ORD501814,63,2080,9,5,Fashion,174.88,159.46,3.67,0.0173,4,44.6,3.06,Changed Mind,Debit Card,Express,Regular,Mobile App,2.9,270,1,False,False,False,True,False,55.56,0,0,Premium,72.13,13.83,159.46,17.72,0,56.62,0.3674,1
CUST101815,SELL1275,ORD501815,23,2021,14,1,Home & Kitchen,57.4,54.59,5.0,0.0345,3,54.5,0.84,Changed Mind,Net Banking,Standard,New,Mobile Web,4.6,120,1,False,False,False,False,False,7.14,0,0,Mid-Range,96.55,11.5,54.59,3.9,0,32.85,0.1298,0
CUST101816,SELL1180,ORD501816,30,2020,16,1,Beauty,48.39,61.1,4.09,0.1422,4,168.9,0.91,Missing Parts,UPI,Express,Regular,Mobile Web,6.6,241,4,False,True,False,False,True,6.25,0,0,Mid-Range,70.17,20.51,61.1,3.82,1,30.11,0.0552,0
CUST101817,SELL1127,ORD501817,31,2468,9,1,Toys,83.73,82.06,4.1,0.0619,4,238.0,0.9,Size Issue,Wallet,Same Day,Regular,Mobile Web,12.7,229,2,False,False,False,False,False,11.11,0,0,Mid-Range,76.92,24.23,82.06,9.12,0,25.18,0.109,0
CUST101818,SELL1482,ORD501818,25,1653,14,3,Beauty,87.43,122.22,5.0,0.1382,8,118.3,2.99,Changed Mind,UPI,Same Day,VIP,Mobile Web,8.1,269,3,False,True,False,False,False,21.43,0,0,Mid-Range,86.18,29.22,122.22,8.73,0,35.19,0.0626,0
CUST101819,SELL1300,ORD501819,33,926,7,1,Toys,233.49,241.23,3.1,0.116,3,67.1,1.05,Wrong Item Delivered,Net Banking,Express,New,Mobile App,13.0,91,2,False,False,True,False,True,14.29,0,1,Premium,54.81,12.18,241.23,34.46,1,26.26,0.0902,0
CUST101820,SELL1202,ORD501820,34,1091,12,1,Beauty,79.56,105.68,3.73,0.0789,4,204.3,1.88,Not as Described,Debit Card,Same Day,New,Mobile App,6.5,379,2,True,False,False,False,False,8.33,0,0,Mid-Range,68.71,22.42,105.68,8.81,0,31.17,0.2192,0
CUST101821,SELL1015,ORD501821,57,1867,18,4,Fashion,29.4,30.61,4.39,0.118,5,263.3,0.59,Quality Issue,UPI,Express,Regular,Desktop Web,2.4,276,2,False,False,False,True,False,22.22,0,0,Budget,77.44,28.45,30.61,1.7,0,42.2,0.1599,0
CUST101822,SELL1403,ORD501822,33,592,9,3,Home & Kitchen,105.84,123.51,3.87,0.0561,5,129.5,3.51,Not as Described,UPI,Standard,New,Mobile Web,3.3,206,2,False,False,False,True,False,33.33,0,0,Premium,73.06,21.25,123.51,13.72,0,49.93,0.2109,0
CUST101823,SELL1118,ORD501823,63,1507,13,4,Jewelry,26.65,33.72,4.2,0.0569,4,24.6,1.82,Size Issue,Debit Card,Same Day,Loyal,Desktop Web,1.7,115,1,False,False,False,False,False,30.77,0,0,Budget,79.22,12.75,33.72,2.59,0,46.86,0.048,0
CUST101824,SELL1480,ORD501824,58,1432,2,1,Mobile Accessories,176.61,190.09,4.16,0.0257,5,141.6,0.39,Wrong Item Delivered,Cash on Delivery,Standard,New,Mobile Web,0.5,276,2,False,False,False,True,False,50.0,0,0,Premium,81.06,21.9,190.09,95.04,0,56.92,0.367,1
CUST101825,SELL1435,ORD501825,64,1666,12,1,Electronics,108.63,134.89,4.02,0.2404,6,18.4,1.18,Late Delivery,UPI,Same Day,Loyal,Desktop Web,12.4,42,4,False,True,False,False,False,8.33,0,0,Premium,61.07,18.13,134.89,11.24,0,24.28,0.0,0
CUST101826,SELL1326,ORD501826,23,1053,12,4,Sports,206.14,267.08,3.89,0.0745,5,88.0,1.0,Defective / Not Working,Credit Card,Express,Loyal,Mobile App,5.0,263,2,False,False,False,False,False,33.33,0,1,Premium,72.0,19.02,267.08,22.26,0,44.17,0.0,0
CUST101827,SELL1394,ORD501827,69,1849,10,1,Electronics,98.52,123.89,4.58,0.0791,7,106.9,1.42,Size Issue,Cash on Delivery,Standard,New,Mobile App,5.3,163,1,False,False,False,False,False,10.0,0,0,Mid-Range,84.35,25.75,123.89,12.39,0,33.32,0.0461,0
CUST101828,SELL1041,ORD501828,49,179,9,3,Home & Kitchen,41.8,53.85,3.43,0.1625,6,139.3,2.06,Not as Described,Credit Card,Same Day,New,Desktop Web,3.8,365,1,False,False,False,True,False,33.33,0,0,Mid-Range,57.45,24.64,53.85,5.98,0,60.66,0.3179,1
CUST101829,SELL1301,ORD501829,69,1874,5,0,Footwear,202.68,188.05,3.2,0.0365,7,95.2,2.19,Not as Described,Net Banking,Express,Regular,Desktop Web,3.4,255,5,True,True,False,False,False,0.0,0,0,Premium,61.66,25.12,188.05,37.61,0,31.03,0.2315,0
CUST101830,SELL1024,ORD501830,36,2029,21,3,Toys,34.24,42.24,3.6,0.2137,5,29.6,2.14,Changed Mind,Cash on Delivery,Express,Regular,Desktop Web,27.7,272,2,False,False,False,True,True,14.29,0,0,Mid-Range,56.61,15.88,42.24,2.01,0,9.11,0.0,0
CUST101831,SELL1034,ORD501831,67,2214,5,0,Footwear,149.56,144.23,3.61,0.0183,4,177.0,2.48,Quality Issue,Net Banking,Same Day,New,Desktop Web,8.4,44,2,False,False,False,False,True,0.0,0,0,Premium,70.88,20.95,144.23,28.85,1,25.2,0.0,0
CUST101832,SELL1011,ORD501832,48,2307,3,1,Toys,16.1,14.61,3.56,0.2662,6,166.0,1.73,Late Delivery,UPI,Express,New,Desktop Web,0.2,353,2,False,False,False,False,False,33.33,0,0,Budget,52.25,26.07,14.61,4.87,0,49.77,0.0872,0
CUST101833,SELL1434,ORD501833,21,873,17,5,Fashion,51.31,71.53,3.34,0.1329,4,56.1,0.79,Wrong Item Delivered,Net Banking,Same Day,Regular,Desktop Web,12.1,288,2,False,False,False,False,True,29.41,0,0,Mid-Range,57.92,14.45,71.53,4.21,1,34.12,0.0438,0
CUST101834,SELL1352,ORD501834,39,116,9,2,Books,198.55,210.83,4.35,0.0266,4,247.5,1.7,Quality Issue,Debit Card,Standard,Loyal,Mobile Web,1.2,41,2,False,False,False,False,False,22.22,0,1,Premium,84.69,24.74,210.83,23.43,0,60.42,0.1059,0
CUST101835,SELL1383,ORD501835,25,1634,11,0,Sports,260.98,258.74,4.48,0.0771,1,160.8,1.33,Damaged in Transit,Cash on Delivery,Same Day,Regular,Desktop Web,1.5,262,2,False,False,False,False,True,0.0,1,1,Premium,82.69,11.51,258.74,23.52,1,33.25,0.0393,0
CUST101836,SELL1457,ORD501836,66,226,20,1,Beauty,89.05,104.95,4.24,0.1833,6,255.8,2.29,Quality Issue,Cash on Delivery,Standard,VIP,Mobile Web,7.1,305,3,False,True,True,True,False,5.0,0,0,Mid-Range,69.26,30.9,104.95,5.25,0,42.77,0.1625,0
CUST101837,SELL1283,ORD501837,33,701,11,1,Sports,32.77,39.48,4.36,0.1256,3,55.1,1.1,Defective / Not Working,Net Banking,Express,Regular,Mobile App,2.3,222,3,False,True,False,False,False,9.09,0,0,Mid-Range,76.25,11.53,39.48,3.59,0,37.2,0.1691,0
CUST101838,SELL1476,ORD501838,29,1756,8,0,Electronics,161.71,199.08,4.5,0.022,4,32.8,2.3,Missing Parts,Debit Card,Express,New,Mobile Web,1.1,310,1,False,False,True,False,False,0.0,0,1,Premium,88.02,13.19,199.08,24.88,0,33.72,0.2543,1
